Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Volume,Open_Interest
AUD/JPY,Option,Currencies,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,7331,NULL
AUD/USD,Future,Currencies,"Budapest Stock Exchange",BSE,Hungary,Europe,2017,7,2017-7,0,200
AUD/USD,Future,Currencies,"Moscow Exchange",MOEX,Russia,Europe,2017,7,2017-7,45618,16036
AUD/USD,Option,Currencies,"North American Derivative Exchange",NADEX,"United States","North America",2017,7,2017-7,71239,NULL
"AUD/USD Premium Quoted (European Style) – 2 PM Fix",Option,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,202270,86738
"Aug-Nov Soybean Calendar Spread",Option,Agriculture,"Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,50,0
"Australian Coking Coal (Platts) Low Vol (ALW)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,630
"Australian Dollar",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,6411,1756
"Australian Dollar",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,1934693,139242
"Australian Dollar",Future,Currencies,"Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,7,2017-7,1206,85
"Australian Dollar/Canadian Dollar",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,157,0
"Australian Dollar/Canadian Dollar",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,16,10
"Australian Dollar/Japanese Yen",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,2285,1647
"Australian Dollar/Japanese Yen",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,243,180
"Australian Dollar/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,173769,73546
"Australian Dollar/Japanese Yen (Large)",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,291,30
"Australian Dollar/New Zealand",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1496,218
"Australian Dollar/New Zealand Dollar",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,263,45
"Australian Dollar/US Dollar",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,42642,5081
"Australian Dollar/US Dollar 100",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1315,117
"Bank Nifty Index",Future,Equity,"National Stock Exchange of India",NSE,India,Asia,2017,7,2017-7,1500686,64304
"Bank Nifty Index",Option,Equity,"National Stock Exchange of India",NSE,India,Asia,2017,7,2017-7,65592103,324606
Barley,Future,Agriculture,"National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,7,2017-7,2937,654
"Base Load Electricity",Future,Energy,"Borsa Istanbul",BIST,Turkey,Other,2017,7,2017-7,1823,1295
Beef,Future,Agriculture,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,2,4
"Bel 20 (€10)",Option,Equity,"Euronext Derivatives Market",EURONEXT,"United Kingdom",Europe,2017,7,2017-7,0,6
"Bel 20 Index (BXF)",Future,Equity,"Euronext Derivatives Market",EURONEXT,"United Kingdom",Europe,2017,7,2017-7,78,35
"Belgian Power",Future,Energy,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,1322,8144
"BIST 30 Index",Future,Equity,"Borsa Istanbul",BIST,Turkey,Other,2017,7,2017-7,2617307,397647
"BIST 30 Index",Option,Equity,"Borsa Istanbul",BIST,Turkey,Other,2017,7,2017-7,22038,20101
Bitumen,Future,Energy,"Shanghai Futures Exchange",SHFE,China,Asia,2017,7,2017-7,9683743,400724
"Block Board",Future,Agriculture,"Dalian Commodity Exchange",DCE,China,Asia,2017,7,2017-7,7,2
"Bloomberg Commodity Index",Future,Other,"Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,46717,45673
"Bloomberg Commodity Index",Future,Other,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,15
"Bloomberg Energy Sub-index",Future,Other,Eurex,EUREX,Germany,Europe,2017,7,2017-7,6420,3825
"Bloomberg Ex-Agriculture & Livestock Index",Future,Other,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,3652
"Bloomberg Industrial Metals Sub-index",Future,Other,Eurex,EUREX,Germany,Europe,2017,7,2017-7,227,916
"Bloomberg Precious Metals Sub-index",Future,Other,Eurex,EUREX,Germany,Europe,2017,7,2017-7,73,893
"Bloomberg Roll Select Commodity Index",Future,Other,"Chicago Board of Trade",CBOT,"United States","North America",2017,7,2017-7,0,1070
Bobl,Future,"Interest Rates",CurveGlobal,CG,"United Kingdom",Europe,2017,7,2017-7,415,30
"Bovespa Mini Index",Future,Equity,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,18109061,69850
"Bovespa Rollover",Future,Equity,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,23870,0
"Bovespa Stock Index",Future,Equity,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,1168435,293799
"Brazilian Real",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,86565,30532
"Brent 1st Line Financial (IBQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,0,96
"Brent Crude Oil",Future,Energy,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,17899479,2309999
"Brent Crude Oil",Future,Energy,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,1612,35
"Brent Crude Oil",Option,Energy,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,1442016,1576360
"Brent Crude Oil (10 Barrels)",Future,Energy,"Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,7,2017-7,909,34
"Brent Crude Oil (100 Barrels)",Future,Energy,"Pakistan Mercantile Exchange",PMEX,Pakistan,Asia,2017,7,2017-7,30,2
"Brent Crude Oil (BB)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,835,7027
"Brent Crude Oil -Style Margin (BZO)",Option,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,37305,56706
"Brent Crude Oil Balance of the Month (J9)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,190,190
"Brent Crude Oil Financial (BCQ)",Option,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,3100,3759
"Brent Crude Oil Financial (BFQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,1330474,9439
"Brent Crude Oil Last Day Financial (BZ)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,1434996,143699
"Brent Crude Oil vs. Dubai Crude Oil (Platts) (DB)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,400,46008
"Brent Financial (CY)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,3959,17580
"Brent Financial Average Price (BA)",Option,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,1875,10460
"Brent Last Day Financial (European Style) (BE)",Option,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,8345,9514
"Brent Last Day Financial (OS)",Option,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,21324
"Brent Oil",Future,Energy,"Moscow Exchange",MOEX,Russia,Europe,2017,7,2017-7,45525237,836304
"Brent Oil",Option,Energy,"Moscow Exchange",MOEX,Russia,Europe,2017,7,2017-7,663395,139102
"Brent vs. Dubai (Platts) Crude Oil",Future,Energy,"Dubai Mercantile Exchange",DME,"United Arab Emirates",Asia,2017,7,2017-7,400,5170
"British Pound",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,1991918,213286
"British Pound (European Style)",Option,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,278,509
"British Pound Sterling/Aussie Dollar",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,76,32
"British Pound Sterling/Canadian Dollar",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,38,29
"British Pound Sterling/Indian Rupee",Future,Currencies,"National Stock Exchange of India",NSE,India,Asia,2017,7,2017-7,1687727,65561
"British Pound Sterling/Japanese Yen",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1330,679
"British Pound Sterling/New Zealand",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,198,54
"British Pound Sterling/Norwegian Krone",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,1327,980
"British Pound Sterling/South African Rand",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,58,28
"British Pound Sterling/Swedish Krona",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,0,10
"British Pound Sterling/Swiss Franc",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,784,491
"British Pound/Australian Dollar",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,9316,540
"British Pound/Japanese Yen",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,2158,528
"British Pound/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,122141,195322
"British Pound/Japanese Yen (Large)",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,209,21
"British Pound/Rand",Future,Currencies,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,83788,87288
"British Pound/Rand",Option,Currencies,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,2900,1400
"British Pound/Swiss Franc",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,53,25
"British Pound/Swiss Franc",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,2463,362
"British Pound/US Dollar",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,28311,22311
Bund,Future,"Interest Rates",CurveGlobal,CG,"United Kingdom",Europe,2017,7,2017-7,1066,39
"Bund Weekly - Week1 (OGB1)",Option,"Interest Rates",Eurex,EUREX,Germany,Europe,2017,7,2017-7,13215,2024
"Bund Weekly - Week2 (OGB2)",Option,"Interest Rates",Eurex,EUREX,Germany,Europe,2017,7,2017-7,5056,1128
"Bund Weekly - Week3 (OGB3)",Option,"Interest Rates",Eurex,EUREX,Germany,Europe,2017,7,2017-7,5332,5227
"Bund Weekly - Week4 (OGB4)",Option,"Interest Rates",Eurex,EUREX,Germany,Europe,2017,7,2017-7,3498,0
"Bund Weekly - Week5 (OGB5)",Option,"Interest Rates",Eurex,EUREX,Germany,Europe,2017,7,2017-7,15,9
Butter,Future,Agriculture,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,3203,5907
"CAC 40 (Weekly)",Option,Equity,"Euronext Derivatives Market",EURONEXT,"United Kingdom",Europe,2017,7,2017-7,53,16
"CAC 40 (€10)",Future,Equity,"Euronext Derivatives Market",EURONEXT,"United Kingdom",Europe,2017,7,2017-7,2634185,358117
"CAC 40 (€10)",Option,Equity,"Euronext Derivatives Market",EURONEXT,"United Kingdom",Europe,2017,7,2017-7,241138,681961
"CAC 40 Dividend Index",Future,Equity,"Euronext Derivatives Market",EURONEXT,"United Kingdom",Europe,2017,7,2017-7,27650,113489
"CAC 40 Mini",Future,Equity,"Euronext Derivatives Market",EURONEXT,"United Kingdom",Europe,2017,7,2017-7,459,47
"CAD/USD Premium Quoted (European Style) – 2 PM Fix",Option,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,236341,117282
"CAISO SP-15 Hub Day-Ahead Off-Peak Financial (25 MWH) (OFPQ)",Future,Energy,"Nasdaq NFX",NFX,"United States","North America",2017,7,2017-7,0,943
"CAISO SP15 EZ Gen Hub 5 MW Peak Calendar-Day Day-Ahead LMP (9Z)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,1900
"CAISO SP15 EZ Gen Hub 5 MW Peak Calendar-Month Day-Ahead LMP (9X)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,1250
"Canadian C5+ Condensate Index (Net Energy) (CC5)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,270
"Canadian Dollar",Future,Currencies,"Bolsa de Mercadorias & Futuros",BMF,Brazil,"Latin America",2017,7,2017-7,3674,1385
"Canadian Dollar",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,1641928,190219
"Canadian Dollar",Future,Currencies,"Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,7,2017-7,3928,379
"Canadian Dollar (European Style)",Option,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,12,12
"Canadian Dollar/Japanese Yen",Future,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,66,56
"Canadian Dollar/Japanese Yen",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,64,75
"Canadian Dollar/Japanese Yen",Future,Currencies,"Tokyo Financial Exchange",TFX,Japan,Asia,2017,7,2017-7,27149,23683
"Canadian Dollar/Rand",Future,Currencies,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,770,1870
"Canadian Dollar/US Dollar 100",Future,Currencies,"ICE Futures U.S.",IFUS,"United States","North America",2017,7,2017-7,784,501
"Canadian Heavy Crude Oil Index (Net Energy) (WCC)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,615,5105
"Canadian Light Sweet Oil (Net Energy) Index (CIL)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,15,2919
Canola,Future,Agriculture,"ICE Futures Canada",IFCA,Canada,"North America",2017,7,2017-7,331900,123317
Canola,Option,Agriculture,"ICE Futures Canada",IFCA,Canada,"North America",2017,7,2017-7,13799,38171
"Capesize Dry Freight",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,11149,31685
"Capesize Dry Freight",Option,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,1020,63443
"Carbon EUA",Future,Other,"Nasdaq Commodities",NOC,Sweden,Europe,2017,7,2017-7,22,398
Cardamom,Future,Agriculture,"Multi Commodity Exchange of India",MCX,India,Asia,2017,7,2017-7,4166,576
"Cash Butter",Option,Agriculture,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,1786,6780
"Cash Settled Cheese",Future,Agriculture,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,7744,22373
"Cash Settled Cheese",Option,Agriculture,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,5561,32723
Castor,Future,Agriculture,"National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,7,2017-7,67648,8797
"CBOE RSL2000 Volatility Index (RVX)",Option,Other,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,191
"CBOE Volatility Index (VIX)",Option,Other,OCC,OCC,"United States","North America",2017,7,2017-7,NULL,11066990
"CBOT Soybean",Future,Agriculture,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,909,524
"CBOT Soybean Meal",Future,Agriculture,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,259,133
"CBOT Soybean Oil (OILS)",Future,Agriculture,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,180,90
"CBOT Wheat",Future,Agriculture,"JSE Securities Exchange",JSE,"South Africa",Other,2017,7,2017-7,48,22
"CDD Seasonal Strip Weather",Option,Other,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,0,2800
"CDD Seasonal Strips Weather",Future,Other,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,0,1100
"CDD Weather",Future,Other,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,850,16000
"CDD Weather",Option,Other,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,0,30000
"CECE EUR",Future,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,453,1733
"CECE EUR",Option,Equity,Eurex,EUREX,Germany,Europe,2017,7,2017-7,0,3000
"Central Bank Bills (LEBACs)",Future,"Interest Rates","Rosario Futures Exchange",ROFEX,Argentina,"Latin America",2017,7,2017-7,590,117
CER,Future,Other,"ICE Futures Europe",IFEU,"United Kingdom",Europe,2017,7,2017-7,274,13895
"CES China 120 Index",Future,Equity,"Hong Kong Exchanges and Clearing",HKEX,"Hong Kong",Asia,2017,7,2017-7,197,11
Chana/Gram,Future,Agriculture,"National Commodity & Derivatives Exchange",NCDEX,India,Asia,2017,7,2017-7,47459,2931
CHF/HUF,Future,Currencies,"Budapest Stock Exchange",BSE,Hungary,Europe,2017,7,2017-7,15550,11250
"CHF/USD Premium Quoted (European Style) – 2 PM Fix",Option,Currencies,"Chicago Mercantile Exchange",CME,"United States","North America",2017,7,2017-7,3423,4357
CHFPLN,Future,Currencies,"Warsaw Stock Exchange",WSE,Poland,Europe,2017,7,2017-7,4564,2314
"Chicago CBOB Gasoline (Platts) vs. RBOB Gasoline (3C)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,0,18
"Chicago Corn",Future,Agriculture,"Rosario Futures Exchange",ROFEX,Argentina,"Latin America",2017,7,2017-7,12109,4193
"Chicago Corn",Option,Agriculture,"Rosario Futures Exchange",ROFEX,Argentina,"Latin America",2017,7,2017-7,820,2102
"Chicago Ethanol (Platts) (CU)",Future,Energy,"New York Mercantile Exchange",NYMEX,"United States","North America",2017,7,2017-7,72594,42579
