Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Date,Volume,Open_Interest
RBOB Gasoline Physical (RB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,5803692,417265
"RBOB Gasoline vs. Euro-bob Oxy NWE Barges (Argus) (350,000 gallons) (EXR)",Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2877,2551
RBOB Gasoline vs. NY Harbor ULSD (RH),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1270,3580
RDX USD Index,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,53138,62783
RDX USD Index,Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,52650,235332
Red Beans,Future,Agriculture,Osaka Dojima Commodity Exchange,Japan Exchange,ODE,Japan,Asia,2017,8,2017-08,8/1/2017,394,50
Red Beans,Future,Agriculture,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,960,711
Refined Silver,Future,Metals,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,829673,242626
Refined Silver,Option,Metals,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,1496,4354
REIT Index,Future,Equity,Japan Exchange,Japan Exchange,JPX,Japan,Asia,2017,8,2017-08,8/1/2017,11988,24434
Richards Bay Coal,Future,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,3867,6617
RMB Currency - AUD/CNH,Future,Currencies,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HKEX,Hong Kong,Asia,2017,8,2017-08,8/1/2017,86,8
RMB Currency - CNH/USD,Future,Currencies,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HKEX,Hong Kong,Asia,2017,8,2017-08,8/1/2017,876,985
RMB Currency - EUR/CNH,Future,Currencies,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HKEX,Hong Kong,Asia,2017,8,2017-08,8/1/2017,360,69
RMB Currency - JPY/CNH,Future,Currencies,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HKEX,Hong Kong,Asia,2017,8,2017-08,8/1/2017,90,36
RMB Currency - USD/CNH,Future,Currencies,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HKEX,Hong Kong,Asia,2017,8,2017-08,8/1/2017,56041,22922
RMB Currency - USD/CNH,Option,Currencies,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,HKEX,Hong Kong,Asia,2017,8,2017-08,8/1/2017,1291,2305
Robusta Coffee 10 Tonne,Future,Agriculture,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,402241,97497
Robusta Coffee 10 Tonne,Option,Agriculture,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,55486,74237
Rockies Natural Gas (Platts IFERC) Basis (NR),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,50133
Rockies Natural Gas (Platts IFERC) Fixed Price (XR),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,303
Rockies Natural Gas (Platts IFERC) Pipe (ZR),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1174,6754
Rosafe Soybean Index (ISR),Future,Agriculture,Rosario Futures Exchange,Rosario Futures Exchange,ROFEX,Argentina,Latin America,2017,8,2017-08,8/1/2017,3835,1426
Rosafe Soybean Index (ISR),Option,Agriculture,Rosario Futures Exchange,Rosario Futures Exchange,ROFEX,Argentina,Latin America,2017,8,2017-08,8/1/2017,1308,2363
Rotterdam Coal,Future,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,59888,89074
Rotterdam Coal,Option,Energy,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,22200,125520
Rough Rice,Future,Agriculture,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,29944,10139
Rough Rice,Option,Agriculture,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,1129,1863
RTS Index,Future,Equity,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,9909392,654774
RTS Index,Option,Equity,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,2809839,2832112
RTS Standard Index,Future,Equity,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,7,0
RUB/TRY,Future,Currencies,Borsa Istanbul,Borsa Istanbul,BIST,Turkey,Other,2017,8,2017-08,8/1/2017,18,0
Rubber,Future,Agriculture,Shanghai Futures Exchange,Shanghai Futures Exchange,SHFE,China,Asia,2017,8,2017-08,8/1/2017,10321580,253233
Rubber,Future,Agriculture,Thailand Futures Exchange,Thailand Futures Exchange,TFEX,Thailand,Asia,2017,8,2017-08,8/1/2017,2228,153
Rubber,Future,Agriculture,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,154051,21719
Ruble Overnight Index Average (RUONIA),Future,Interest Rates,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,4968,14452
Rupee Quanto,Future,Currencies,Dubai Gold & Commodities Exchange,Dubai Gold & Commodities Exchange,DGCX,United Arab Emirates,Asia,2017,8,2017-08,8/1/2017,144505,19988
Russell 1000 Growth Index Mini,Future,Equity,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,3429,3873
Russell 1000 Index (RUI),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,2
Russell 1000 Mini Index,Future,Equity,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,11341,8434
Russell 1000 Value Index Mini,Future,Equity,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,6849,15287
Russell 2000 Index (RUT),Option,Equity,C2 Exchange,CBOE Holdings,C2,United States,North America,2017,8,2017-08,8/1/2017,206523,
Russell 2000 Index (RUT),Option,Equity,Chicago Board Options Exchange,CBOE Holdings,CBOE,United States,North America,2017,8,2017-08,8/1/2017,1459778,
Russell 2000 Index (RUT),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,645668
Russell 2000 Mini Index,Future,Equity,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,2513398,552391
Russell 2000 Mini Index,Option,Equity,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,4806,3199
Russell 2000 Volatility Index (RVX),Future,Other,CBOE Futures Exchange,CBOE Holdings,CFE,United States,North America,2017,8,2017-08,8/1/2017,1013,328
Russell 2000 Volatility Index (RVX),Option,Other,Chicago Board Options Exchange,CBOE Holdings,CBOE,United States,North America,2017,8,2017-08,8/1/2017,128,
Russell UK MID 150 NTR Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,1623,40523
Russian Market Volatility,Future,Other,Moscow Exchange,Moscow Exchange,MOEX,Russia,Europe,2017,8,2017-08,8/1/2017,3903,1404
Russian Ruble,Future,Currencies,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,54878,38133
S&P 100 (European Style) (XEO),Option,Equity,Chicago Board Options Exchange,CBOE Holdings,CBOE,United States,North America,2017,8,2017-08,8/1/2017,2480,
S&P 100 Index (American Style) (OEX),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,14620
S&P 100 Index (European Style) (XEO),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,4096
S&P 500 (SPF),Future,Equity,Taiwan Futures Exchange,Taiwan Futures Exchange,TAIFEX,Taiwan,Asia,2017,8,2017-08,8/1/2017,6720,361
S&P 500 Index,Future,Equity,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,80197,112745
S&P 500 Index,Future,Equity,National Stock Exchange of India,National Stock Exchange of India,NSE,India,Asia,2017,8,2017-08,8/1/2017,9385,2932
S&P 500 Index,Option,Equity,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,483641,202501
S&P 500 Index (SPX),Option,Equity,Chicago Board Options Exchange,CBOE Holdings,CBOE,United States,North America,2017,8,2017-08,8/1/2017,26837064,
S&P 500 Index (SPX),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,15214467
S&P 500 Twelve-Month Variance (IIK),Future,Other,CBOE Futures Exchange,CBOE Holdings,CFE,United States,North America,2017,8,2017-08,8/1/2017,6430,6430
S&P BSE Sensex 50 Index,Future,Equity,India International Exchange,BSE,INX,India,Asia,2017,8,2017-08,8/1/2017,39558,350
S&P Canada 60 Index (SXO) (incl. LEAPS),Option,Equity,Montreal Exchange,TMX Group,MX,Canada,North America,2017,8,2017-08,8/1/2017,62889,149150
S&P Citigroup Growth,Future,Equity,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,3,20
S&P Citigroup Value,Future,Equity,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,21793,102940
S&P GSCI,Future,Other,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,31982,14734
S&P GSCI Enhanced ER Swap,Future,Other,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,0,17033
S&P GSCI Excess Return,Future,Other,Chicago Mercantile Exchange,CME Group,CME,United States,North America,2017,8,2017-08,8/1/2017,825,54273
S&P Sensex Index,Future,Equity,Dubai Gold & Commodities Exchange,Dubai Gold & Commodities Exchange,DGCX,United Arab Emirates,Asia,2017,8,2017-08,8/1/2017,11047,734
S&P Sensex Index (BSX),Future,Equity,BSE,BSE,BSE India,India,Asia,2017,8,2017-08,8/1/2017,248,0
S&P/ASX 200 A-REIT Index,Future,Equity,ASX 24,ASX,ASX 24,Australia,Asia,2017,8,2017-08,8/1/2017,7588,6895
S&P/ASX 200 Financials-x-A-REIT Index,Future,Equity,ASX 24,ASX,ASX 24,Australia,Asia,2017,8,2017-08,8/1/2017,72,10
S&P/ASX 200 Resources Index,Future,Equity,ASX 24,ASX,ASX 24,Australia,Asia,2017,8,2017-08,8/1/2017,4,0
S&P/ASX Index,Future,Equity,ASX,ASX,ASX,Australia,Asia,2017,8,2017-08,8/1/2017,2618,1363
S&P/ASX Index,Option,Equity,ASX,ASX,ASX,Australia,Asia,2017,8,2017-08,8/1/2017,927292,823854
S&P/MIB Index,Future,Equity,Borsa Italiana (IDEM),London Stock Exchange Group,IDEM,Italy,Europe,2017,8,2017-08,8/1/2017,454030,36768
S&P/MIB Index,Option,Equity,Borsa Italiana (IDEM),London Stock Exchange Group,IDEM,Italy,Europe,2017,8,2017-08,8/1/2017,164126,380058
S&P/TSX 60 Index Mini (SXM),Future,Equity,Montreal Exchange,TMX Group,MX,Canada,North America,2017,8,2017-08,8/1/2017,10204,1641
S&P/TSX 60 Index Standard (SXF),Future,Equity,Montreal Exchange,TMX Group,MX,Canada,North America,2017,8,2017-08,8/1/2017,341038,255116
S&P/TSX Composite Index Banks (Industry Group) (SXK),Future,Equity,Montreal Exchange,TMX Group,MX,Canada,North America,2017,8,2017-08,8/1/2017,100,100
S&P/TSX Composite Index Mini (SCF),Future,Equity,Montreal Exchange,TMX Group,MX,Canada,North America,2017,8,2017-08,8/1/2017,10,5
Salmon,Future,Agriculture,Nasdaq Commodities,Nasdaq,NOC,Sweden,Europe,2017,8,2017-08,8/1/2017,6600,41925
San Juan Natural Gas (Platts IFERC) Basis (NJ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,24790
San Juan Natural Gas (Platts IFERC) Pipe (PJ),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,4552
Schatz,Future,Interest Rates,LSE Derivatives Market,London Stock Exchange Group,LSEDM,United Kingdom,Europe,2017,8,2017-08,8/1/2017,245,70
Semiconductor Index (SOX),Option,Equity,Nasdaq PHLX,Nasdaq,PHLX,United States,North America,2017,8,2017-08,8/1/2017,216,
Semiconductor Index (SOX),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,487
SET50,Future,Equity,Thailand Futures Exchange,Thailand Futures Exchange,TFEX,Thailand,Asia,2017,8,2017-08,8/1/2017,2150298,412741
SET50,Option,Equity,Thailand Futures Exchange,Thailand Futures Exchange,TFEX,Thailand,Asia,2017,8,2017-08,8/1/2017,147799,113201
SGD/CNH,Future,Currencies,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,10,0
SGX CNX Nifty Banks Index,Future,Equity,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,77070,3218
SGX CNX Nifty Index,Future,Equity,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,1829316,453960
SGX CNX Nifty Index,Option,Equity,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,10125,33754
Shanghai 50 Index,Future,Equity,China Financial Futures Exchange,China Financial Futures Exchange,CFFEX,China,Asia,2017,8,2017-08,8/1/2017,250212,24822
Shanghai Gold,Future,Metals,Dubai Gold & Commodities Exchange,Dubai Gold & Commodities Exchange,DGCX,United Arab Emirates,Asia,2017,8,2017-08,8/1/2017,2311,160
Share,Future,Equity,Montreal Exchange,TMX Group,MX,Canada,North America,2017,8,2017-08,8/1/2017,174157,252076
Shekel-Dollar Rate,Option,Currencies,Tel-Aviv Stock Exchange,Tel-Aviv Stock Exchange,TASE,Israel,Other,2017,8,2017-08,8/1/2017,1047620,495146
Shekel-Euro Rate,Option,Currencies,Tel-Aviv Stock Exchange,Tel-Aviv Stock Exchange,TASE,Israel,Other,2017,8,2017-08,8/1/2017,8874,41071
Short Gilt,Future,Interest Rates,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,2737,1617
Short Term Bond,Future,Interest Rates,Warsaw Stock Exchange,Warsaw Stock Exchange,WSE,Poland,Europe,2017,8,2017-08,8/1/2017,100,53
Short Term Euro-BTP,Future,Interest Rates,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,721553,245344
SICOM RSS3 Rubber,Future,Agriculture,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,4093,5825
SICOM TSR20 Rubber,Future,Agriculture,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,149172,77045
Silicon Manganese,Future,Metals,Zhengzhou Commodity Exchange,Zhengzhou Commodity Exchange,ZCE,China,Asia,2017,8,2017-08,8/1/2017,2309708,58240
Silver,Future,Metals,Dubai Gold & Commodities Exchange,Dubai Gold & Commodities Exchange,DGCX,United Arab Emirates,Asia,2017,8,2017-08,8/1/2017,4865,210
Silver,Future,Metals,JSE Securities Exchange,JSE Securities Exchange,JSE,South Africa,Other,2017,8,2017-08,8/1/2017,353,371
Silver,Future,Metals,London Metal Exchange,Hong Kong Exchanges and Clearing,LME,United Kingdom,Europe,2017,8,2017-08,8/1/2017,17385,2106
Silver,Future,Metals,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,479092,13108
Silver,Future,Metals,Shanghai Futures Exchange,Shanghai Futures Exchange,SHFE,China,Asia,2017,8,2017-08,8/1/2017,6865443,344822
Silver,Future,Metals,Tokyo Commodity Exchange,Tokyo Commodity Exchange,TOCOM,Japan,Asia,2017,8,2017-08,8/1/2017,1765,1651
Silver,Option,Metals,North American Derivative Exchange,North American Derivative Exchange,NADEX,United States,North America,2017,8,2017-08,8/1/2017,7688,
"Silver (1,000 oz) (SIL)",Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,10988,1234
"Silver (5,000 oz) (SI)",Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,2604660,179356
Silver (SO),Option,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,172149,113211
Silver 10 oz,Future,Metals,Pakistan Mercantile Exchange,Pakistan Mercantile Exchange,PMEX,Pakistan,Asia,2017,8,2017-08,8/1/2017,12300,545
Silver 100 oz,Future,Metals,Pakistan Mercantile Exchange,Pakistan Mercantile Exchange,PMEX,Pakistan,Asia,2017,8,2017-08,8/1/2017,8040,504
Silver 500 oz,Future,Metals,Pakistan Mercantile Exchange,Pakistan Mercantile Exchange,PMEX,Pakistan,Asia,2017,8,2017-08,8/1/2017,3953,98
Silver M,Future,Metals,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,713345,10897
Silver MIC,Future,Metals,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,1246484,29575
Silver Weekly Wk 1 (SO1),Option,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,19,19
Silver Weekly Wk 2 (SO2),Option,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,6,0
Silver Weekly Wk 3 (SO3),Option,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,10,0
Singapore Fuel Oil 180 CST (Platts) (UA),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1121,1911
Singapore Fuel Oil 180 CST (Platts) 6.35 Dubai (Platts) Crack Spread (STS),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,685
Singapore Fuel Oil 180 CST (Platts) Balance of the Month (BS),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,102,102
Singapore Fuel Oil 180 CST (Platts) vs. 380 CST (Platts) (SD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,492,1467
Singapore Fuel Oil 380 CST (Platts) (SE),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,6280,10766
Singapore Fuel Oil 380 CST (Platts) Average Price (8H),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,250
Singapore Fuel Oil 380 CST (Platts) Balance of the Month (BT),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,292,292
Singapore Fuel Oil 380 CST (Platts) Brent Crack Spread (1000 MT) (SF3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,9
Singapore Fuel Oil 380 CST (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (EVC),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1588,5800
Singapore Fuel Oil 380 CST (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) Balance of the Month (SFB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,23,23
Singapore Gasoil (Platts) (SG),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,7037,17269
Singapore Gasoil (Platts) Average Price (M2),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,125
Singapore Gasoil (Platts) Balance of the Month (VU),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,830,530
Singapore Gasoil (Platts) vs. Low Sulphur Gasoil (GA),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,6895,14452
Singapore Gasoil 10 PPM (Platts) vs. Singapore Gasoil (Platts) (STZ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,450
Singapore Jet Kerosene (Platts) (KS),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1560,3973
Singapore Jet Kerosene (Platts) Average Price (N2),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,200
