Exchange_Name,Reported_Instrument_Name,Report_Month_Name,Report_Year,Report_Year_Month,Volume,Open_Interest
New York Mercantile Exchange,California Oregon Border Electricity,June,1997,1997-06,700,
"Liffe Derivatives Market - Liffe, Uk",Barley,December,1999,1999-12,697,
London Commodity Exchange,Barley,December,1994,1994-12,691,
London Commodity Exchange,Barley,March,1994,1994-03,687,
Chicago Mercantile Exchange,5 Year Swap,August,2005,2005-08,685,
Chicago Mercantile Exchange,90 Day T-Bills,April,2001,2001-04,684,
Philadelphia Stock Exchange,Airline Index,June,1996,1996-06,680,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),December,2008,2008-12,678,
ICE Futures U.S.,Australian Dollar/New Zealand,January,2012,2012-01,678,
"Liffe Derivatives Market - Liffe, Uk",Barley,September,1999,1999-09,678,
"Liffe Derivatives Market - Liffe, Uk",Barley,April,1997,1997-04,678,
New York Board of Trade,Australian Dollar/New Zealand,October,2002,2002-10,675,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),November,2008,2008-11,671,
Chicago Board of Trade,$25 Dow Jones Industrial Index,January,2009,2009-01,670,
Eurex US,2 Year Treasury Note,March,2004,2004-03,670,
"Liffe Derivatives Market - Liffe, Uk",Barley,May,1997,1997-05,666,
New York Board of Trade,BFP Milk,January,1999,1999-01,662,
Nasdaq OMX Commodities,Carbon EUA,December,2012,2012-12,660,
New York Board of Trade,Australian Dollar/New Zealand,September,2002,2002-09,656,
"Liffe Derivatives Market - Liffe, Uk",Barley,May,1996,1996-05,656,
"Euronext - Liffe, Uk",Barley,October,2001,2001-10,654,
Chicago Mercantile Exchange,90 Day T-Bills,February,2003,2003-02,653,
"Liffe Derivatives Market - Liffe, Uk",Barley,June,1996,1996-06,651,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),July,2008,2008-07,650,
Philadelphia Stock Exchange,Airline Index,October,1996,1996-10,648,
Chicago Board of Trade,$25 Dow Jones Industrial Index,August,2008,2008-08,647,
ICE Futures U.S.,Australian Dollar/New Zealand,February,2012,2012-02,647,
ICE Futures U.S.,Australian Dollar/New Zealand,November,2009,2009-11,646,
Chicago Mercantile Exchange,Argentine FRB Bond,July,1996,1996-07,646,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),June,2009,2009-06,646,
Chicago Board of Trade,2 Year Treasury Note,April,2004,2004-04,645,
Philadelphia Stock Exchange,Airline Index,August,1996,1996-08,635,
Chicago Board of Trade,7 Year Interest Rate Swap,May,2009,2009-05,635,
"Liffe Derivatives Market - Liffe, Uk",Barley,July,1999,1999-07,634,
"Euronext - Liffe, Uk",Barley,December,2001,2001-12,633,
"Liffe Derivatives Market - Liffe, Uk",Barley,January,1999,1999-01,628,
New York Mercantile Exchange,California Oregon Border Electricity,June,2000,2000-06,627,
"Liffe Derivatives Market - Liffe, Uk",Barley,March,1997,1997-03,627,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,January,2012,2012-01,625,
"Euronext - Liffe, Uk",Barley,February,2003,2003-02,622,
New York Mercantile Exchange,California Oregon Border Electricity,May,2000,2000-05,621,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),February,2007,2007-02,619,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),February,2008,2008-02,615,
Singapore International Monetary Exchange,Brent Crude,January,2000,2000-01,615,
Philadelphia Stock Exchange,Airline Index,January,1996,1996-01,613,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),October,2010,2010-10,606,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),April,2010,2010-04,605,
"Liffe Derivatives Market - Liffe, Uk",Barley,August,1999,1999-08,605,
London Commodity Exchange,Barley,November,1994,1994-11,603,
Philadelphia Stock Exchange,Airline Index,May,1996,1996-05,602,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),July,2010,2010-07,600,
Chicago Mercantile Exchange,5 Year Swap,May,2008,2008-05,600,
Multi Commodity Exchange of India,Barley,September,2010,2010-09,600,
London Commodity Exchange,Barley,October,1994,1994-10,598,
Singapore International Monetary Exchange,Brent Crude,April,1999,1999-04,597,
Chicago Mercantile Exchange,90 Day T-Bills,October,2000,2000-10,596,
London Commodity Exchange,Barley,January,1995,1995-01,596,
ICE Futures U.S.,Australian Dollar/New Zealand,July,2010,2010-07,595,
Chicago Mercantile Exchange,90 Day T-Bills,September,1999,1999-09,590,
"Liffe Derivatives Market - Liffe, Uk",Barley,February,1997,1997-02,588,
Multi Commodity Exchange of India,Barley,February,2011,2011-02,588,
ICE Futures U.S.,Australian Dollar/New Zealand,July,2011,2011-07,584,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),March,2007,2007-03,584,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),August,2010,2010-08,582,
Chicago Board of Trade,$25 Dow Jones Industrial Index,May,2008,2008-05,580,
New York Board of Trade,Australian Dollar/New Zealand,July,2003,2003-07,580,
Chicago Board of Trade,2 Year Treasury Note,May,2005,2005-05,580,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),December,2009,2009-12,576,
Chicago Board of Trade,$25 Dow Jones Industrial Index,September,2006,2006-09,574,
"Liffe Derivatives Market - Liffe, Uk",Barley,June,1998,1998-06,574,
Singapore International Monetary Exchange,Brent Crude,March,2000,2000-03,569,
Chicago Mercantile Exchange,Boneless Beef Trimmings,June,1997,1997-06,568,
Chicago Board of Trade,$25 Dow Jones Industrial Index,March,2008,2008-03,565,
Singapore International Monetary Exchange,Brent Crude,August,1999,1999-08,565,
National Commodity & Derivatives Exchange,Barley,March,2009,2009-03,562,
"Liffe Derivatives Market - Liffe, Uk",Barley,February,1999,1999-02,558,
ICE Futures U.S.,Australian Dollar/New Zealand,November,2011,2011-11,551,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),July,2011,2011-07,550,
Chicago Mercantile Exchange,90 Day T-Bills,March,2002,2002-03,544,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),August,2009,2009-08,543,
Chicago Mercantile Exchange,90 Day T-Bills,October,2002,2002-10,543,
London Commodity Exchange,Barley,June,1995,1995-06,543,
"Liffe Derivatives Market - Liffe, Uk",Barley,July,1998,1998-07,540,
"Liffe Derivatives Market - Liffe, Uk",Barley,November,1999,1999-11,540,
Chicago Board of Trade,7 Year Interest Rate Swap,February,2011,2011-02,535,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,February,2012,2012-02,531,
Mercado a Termino de Buenos Aires,Barley,May,2012,2012-05,530,
Philadelphia Stock Exchange,Airline Index,July,1996,1996-07,516,
Chicago Board of Trade,2 Year Treasury Note,August,2005,2005-08,516,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),April,2010,2010-04,514,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),May,2011,2011-05,513,
ICE Futures Europe,Brent Crude Oil Options,September,2006,2006-09,512,
Chicago Board of Trade,7 Year Interest Rate Swap,July,2010,2010-07,507,
Mercado a Termino de Buenos Aires,Barley,November,2012,2012-11,505,
"Euronext - Liffe, Uk",Barley,May,2001,2001-05,504,
"Liffe Derivatives Market - Liffe, Uk",Barley,September,2000,2000-09,502,
Chicago Mercantile Exchange,5 Year SWAP,November,2002,2002-11,500,
Chicago Mercantile Exchange,5 Year Swap,November,2005,2005-11,500,
Montreal Exchange,Banking Index (SXB),October,2007,2007-10,500,
Chicago Board of Trade,"5,000 oz. Silver",April,2008,2008-04,499,
Chicago Mercantile Exchange,90 Day T-Bills,August,2002,2002-08,498,
Chicago Mercantile Exchange,90 Day T-Bills,January,2002,2002-01,495,
Chicago Mercantile Exchange,5 Year Swap,January,2005,2005-01,495,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),January,2010,2010-01,492,
Chicago Board of Trade,2 Year Treasury Note,August,2004,2004-08,490,
Chicago Board of Trade,$25 Dow Jones Industrial Index,February,2008,2008-02,488,
"Euronext - Liffe, Uk",Barley,March,2001,2001-03,487,
Chicago Board of Trade,7 Year Interest Rate Swap,May,2011,2011-05,485,
"Liffe Derivatives Market - Liffe, Uk",Barley,April,1999,1999-04,483,
ICE Futures U.S.,Australian Dollar/New Zealand,November,2008,2008-11,482,
ICE Futures Canada,Barley,July,2012,2012-07,482,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),March,2009,2009-03,480,
Philadelphia Stock Exchange,Airline Index,November,1996,1996-11,480,
ICE Futures U.S.,Australian Dollar/New Zealand,October,2006,2006-10,478,
ICE Futures U.S.,Australian Dollar/New Zealand,June,2009,2009-06,477,
New York Board of Trade,Australian Dollar/New Zealand,February,2002,2002-02,474,
New York Board of Trade,BFP Milk,March,1999,1999-03,471,
"Euronext - Liffe, Uk",Barley,February,2002,2002-02,469,
New York Board of Trade,BFP Milk,June,1999,1999-06,467,
Chicago Board of Trade,$25 Dow Jones Industrial Index,December,2007,2007-12,466,
New York Mercantile Exchange,Capesize Time Charter Average (Baltic) Swap (CFU),December,2010,2010-12,465,
"Liffe Derivatives Market - Liffe, Uk",Barley,March,1998,1998-03,465,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),February,2009,2009-02,462,
NYSE Amex,Airline Index,November,1995,1995-11,461,
New York Board of Trade,BFP Milk,October,1999,1999-10,458,
NYSE Amex,Airline Index,November,1997,1997-11,457,
ICE Futures U.S.,Australian Dollar/New Zealand,October,2007,2007-10,457,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),March,2008,2008-03,457,
"Euronext - Liffe, Uk",Barley,June,2001,2001-06,457,
Chicago Mercantile Exchange,British Pound/Japanese Yen,July,2009,2009-07,455,
"Liffe Derivatives Market - Liffe, Uk",Barley,May,1998,1998-05,455,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,June,2012,2012-06,454,
"Liffe Derivatives Market - Liffe, Uk",Barley,April,1998,1998-04,450,
Singapore International Monetary Exchange,Brent Crude,July,1999,1999-07,450,
Chicago Mercantile Exchange,Boneless Beef Trimmings,September,1997,1997-09,447,
Chicago Board of Trade,7 Year Interest Rate Swap,October,2011,2011-10,444,
New York Board of Trade,Australian Dollar/New Zealand,July,2000,2000-07,442,
NYSE Amex,Airline Index,July,1997,1997-07,441,
"Liffe Derivatives Market - Liffe, Uk",Barley,October,2000,2000-10,440,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,May,2012,2012-05,436,
New York Board of Trade,Australian Dollar/New Zealand,August,2000,2000-08,435,
"Liffe Derivatives Market - Liffe, Uk",Barley,December,2000,2000-12,434,
Chicago Board of Trade,2 Year Treasury Note,July,2004,2004-07,432,
Chicago Mercantile Exchange,British Pound/Japanese Yen,August,2009,2009-08,430,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),August,2010,2010-08,427,
London Commodity Exchange,Barley,January,1994,1994-01,426,
ICE Futures U.S.,Australian Dollar/New Zealand,June,2006,2006-06,424,
Chicago Board of Trade,$25 Dow Jones Industrial Index,April,2009,2009-04,421,
"Euronext - Liffe, Uk",Barley,November,2001,2001-11,417,
Bolsa de Mercadorias & Futuros,Bovespa Stock Options Volatility,March,2009,2009-03,415,
New York Mercantile Exchange,California Oregon Border Electricity,July,1997,1997-07,412,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),May,2010,2010-05,412,
London Commodity Exchange,Barley,June,1994,1994-06,412,
"Euronext - Liffe, Uk",Barley,April,2001,2001-04,411,
Multi Commodity Exchange of India,Barley,January,2011,2011-01,411,
New York Board of Trade,Australian Dollar/New Zealand,July,2004,2004-07,405,
New York Board of Trade,Australian Dollar/New Zealand,January,2003,2003-01,403,
ICE Futures U.S.,Australian Dollar/New Zealand,January,2006,2006-01,399,
Chicago Mercantile Exchange,90 Day T-Bills,July,2000,2000-07,394,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),March,2010,2010-03,392,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),October,2009,2009-10,392,
"Euronext - Liffe, Uk",Barley,October,2002,2002-10,389,
"Euronext - Liffe, Uk",Barley,January,2002,2002-01,386,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),May,2009,2009-05,384,
Philadelphia Stock Exchange,Airline Index,December,1996,1996-12,382,
Chicago Board Options Exchange,30 Year Interest Rate (TYX),September,2007,2007-09,381,
"Liffe Derivatives Market - Liffe, Uk",Barley,February,2000,2000-02,381,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,May,2007,2007-05,380,
Chicago Board of Trade,2 Year Treasury Note,October,2004,2004-10,380,
Chicago Mercantile Exchange,5 Year SWAP,April,2002,2002-04,379,
Chicago Mercantile Exchange,90 Day T-Bills,April,2000,2000-04,379,
New York Mercantile Exchange,California Oregon Border Electricity,September,1998,1998-09,375,
"Euronext - Liffe, Uk",Barley,November,2002,2002-11,375,
NYSE Amex,Airline Index,February,1997,1997-02,373,
National Commodity & Derivatives Exchange,Barley,January,2012,2012-01,373,
Chicago Board of Trade,$25 Dow Jones Industrial Index,February,2009,2009-02,372,
Chicago Mercantile Exchange,90 Day T-Bills,June,2002,2002-06,370,
ICE Futures U.S.,Australian Dollar/New Zealand,July,2006,2006-07,367,
Chicago Board of Trade,7 Year Interest Rate Swap,January,2012,2012-01,366,
ICE Futures Europe,Brent Crude Oil Options,December,2005,2005-12,365,
New York Board of Trade,Australian Dollar/New Zealand,April,2000,2000-04,364,
Chicago Mercantile Exchange,90 Day T-Bills,September,2002,2002-09,363,
Philadelphia Stock Exchange,Airline Index,May,1995,1995-05,360,
Chicago Mercantile Exchange,Argentine FRB Bond,December,1996,1996-12,360,
National Commodity & Derivatives Exchange,Barley,October,2008,2008-10,359,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),August,2007,2007-08,358,
Chicago Board of Trade,7 Year Interest Rate Swap,September,2012,2012-09,358,
"Euronext - Liffe, Uk",Barley,September,2002,2002-09,358,
Philadelphia Stock Exchange,Airline Index,December,1995,1995-12,355,
Philadelphia Stock Exchange,Airline Index,February,1995,1995-02,355,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,April,2012,2012-04,351,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,June,2006,2006-06,350,
ICE Futures U.S.,Australian Dollar/New Zealand,December,2008,2008-12,350,
New York Mercantile Exchange,California Oregon Border Electricity,June,1996,1996-06,346,
Mercado a Termino de Buenos Aires,Barley,June,2012,2012-06,346,
ICE Futures U.S.,Australian Dollar/New Zealand,November,2006,2006-11,344,
Chicago Board of Trade,"5,000 oz. Silver",December,2006,2006-12,343,
New York Mercantile Exchange,California Oregon Border Electricity,January,1997,1997-01,342,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,November,2005,2005-11,340,
Chicago Board of Trade,$25 Dow Jones Industrial Index,August,2009,2009-08,340,
Chicago Mercantile Exchange,90 Day T-Bills,April,2002,2002-04,338,
New York Mercantile Exchange,California Oregon Border Electricity,July,2000,2000-07,337,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),February,2010,2010-02,336,
New York Mercantile Exchange,California Oregon Border Electricity,March,1997,1997-03,336,
New York Mercantile Exchange,California Oregon Border Electricity,February,1999,1999-02,335,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),January,2010,2010-01,332,
Chicago Board of Trade,7 Year Interest Rate Swap,June,2011,2011-06,330,
New York Board of Trade,BFP Milk,December,1999,1999-12,326,
Chicago Board of Trade,2 Year Treasury Note,March,2005,2005-03,325,
New York Mercantile Exchange,California Oregon Border Electricity,May,1996,1996-05,324,
Multi Commodity Exchange of India,Barley,October,2010,2010-10,323,
Chicago Mercantile Exchange,Boneless Beef Trimmings,April,1998,1998-04,322,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,December,2005,2005-12,320,
London Commodity Exchange,Barley,April,1994,1994-04,319,
ICE Futures Canada,Barley,May,2012,2012-05,316,
Chicago Mercantile Exchange,Argentine FRB Bond,August,1997,1997-08,315,
Chicago Board of Trade,"5,000 oz. Silver",February,2008,2008-02,313,
Chicago Mercantile Exchange,Boneless Beef Trimmings,February,1998,1998-02,312,
London Commodity Exchange,Barley,May,1994,1994-05,311,
Chicago Board Options Exchange,10 Year Interest Rate (TNX),October,2008,2008-10,306,
ICE Futures U.S.,Australian Dollar/New Zealand,April,2010,2010-04,303,
New York Board of Trade,BFP Milk,November,1999,1999-11,302,
New York Mercantile Exchange,Capesize Time Charter Average (Baltic) Swap (CFU),August,2010,2010-08,302,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,April,2007,2007-04,302,
Singapore International Monetary Exchange,Brent Crude,June,2000,2000-06,301,
Chicago Mercantile Exchange,Boneless Beef Trimmings,June,1997,1997-06,300,
Chicago Mercantile Exchange,British Pound/Japanese Yen,February,2007,2007-02,300,
Chicago Mercantile Exchange,5 Year Swap,April,2007,2007-04,300,
Chicago Board of Trade,Binary,June,2008,2008-06,300,
Chicago Mercantile Exchange,British Pound/Japanese Yen,March,2009,2009-03,297,
ICE Futures U.S.,Australian Dollar/New Zealand,March,2012,2012-03,297,
Chicago Mercantile Exchange,Argentine FRB Bond,July,1997,1997-07,295,
"Liffe Derivatives Market - Liffe, Uk",Barley,March,1999,1999-03,294,
New York Mercantile Exchange,California Oregon Border Electricity,October,1998,1998-10,293,
