Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Volume,Open_Interest
"E-mini S&P Technology Sector",Future,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,22581,9542
"E-mini S&P Utilities Sector",Future,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,76064,23602
"Early Rice (RI)",Future,Agriculture,"Zhengzhou Commodity Exchange","Zhengzhou Commodity Exchange",ZCE,China,Asia,2017,09,2017-09,110,5
"East-West Fuel Oil Spread (Platts) (EW)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,328
"East-West Gasoline Spread (Platts-Argus) (EWG)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,1815,3676
"East-West Naphtha: Japan C&F vs. Cargoes CIF NWE Spread (Platts) (EWN)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,514,947
"Eastern Australia Feed Barley",Future,Agriculture,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,1029,993
"Eastern Australia Wheat",Future,Agriculture,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,10160,16439
"Eastern Australia Wheat",Option,Agriculture,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,0,275
eCFD,Future,Equity,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,404283,1905943
Egg,Future,Agriculture,"Dalian Commodity Exchange","Dalian Commodity Exchange",DCE,China,Asia,2017,09,2017-09,2860983,131860
"EIA Flat Tax On-Highway Diesel (A5)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,953,3708
"EIA Flat Tax US Retail Gasoline (JE)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,400
"El Cert SEK Deferred Settlement Future Forward",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,1541,11744
Electricity,Future,Energy,"Borsa Italiana (IDEM)","London Stock Exchange Group",IDEM,Italy,Europe,2017,09,2017-09,85,797
Electricity,Future,Energy,SGX,"Singapore Exchange","SGX ASIACLEAR",Singapore,Asia,2017,09,2017-09,88,1010
"Electricity (Monthly)",Future,Energy,SGX,"Singapore Exchange","SGX ASIACLEAR",Singapore,Asia,2017,09,2017-09,0,2
"Electricity Base Load $300 CAP Quarterly NSW (GN)",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,238,3148
"Electricity Base Load $300 CAP Quarterly QLD (GQ)",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,816,3567
"Electricity Base Load $300 CAP Quarterly SA (GS)",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,51,282
"Electricity Base Load $300 CAP Quarterly VIC (GV)",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,517,2351
"Electricity Base Load $300 Cap Strip RQ",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,50,0
"Electricity Base Load $300 Cap Strip RV",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,3,0
"Electricity Base Load Monthly QLD EQ",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,2,2
"Electricity Base Load Monthly VIC EV",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,0,10
"Electricity Base Load Quarterly NSW",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,1819,7031
"Electricity Base Load Quarterly NSW",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,40,845
"Electricity Base Load Quarterly QLD",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,2202,10926
"Electricity Base Load Quarterly QLD",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,15,1519
"Electricity Base Load Quarterly SA",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,59,1099
"Electricity Base Load Quarterly SA",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,45,145
"Electricity Base Load Quarterly VIC",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,3286,12014
"Electricity Base Load Quarterly VIC",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,215,1537
"Electricity Base Load Strip NSW",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,231,0
"Electricity Base Load Strip NSW",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,266,1632
"Electricity Base Load Strip QLD",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,284,0
"Electricity Base Load Strip QLD",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,425,2836
"Electricity Base Load Strip SA",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,0,15
"Electricity Base Load Strip VIC",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,433,0
"Electricity Base Load Strip VIC",Option,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,690,3122
"Electricity Peak Load Quarterly NSW",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,35,540
"Electricity Peak Load Quarterly QLD",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,132,596
"Electricity Peak Load Quarterly SA",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,0,27
"Electricity Peak Load Quarterly VIC",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,58,722
"Electricity Peak Load Strip VIC DV",Future,Energy,"ASX 24",ASX,"ASX 24",Australia,Asia,2017,09,2017-09,1,0
"Electricity Price Area Difference Nordic Power Base (Month)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,929,31514
"Electricity Price Area Difference Nordic Power Base (Quarter)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,1862,3047
"Electricity Price Area Difference Nordic Power Base (Year)",Future,Energy,"Nasdaq Commodities",Nasdaq,NOC,Sweden,Europe,2017,09,2017-09,1128,8428
"Enable Natural Gas (Platts IFERC) Basis (PW)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,11797
Energy,Future,Energy,SGX,"Singapore Exchange","SGX ASIACLEAR",Singapore,Asia,2017,09,2017-09,547,978
"EOM E-mini S&P 500 Index",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,2073790,676507
"EOM S&P 500 Index",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,218798,102484
"EOW1 E-mini S&P 500",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,741584,368037
"EOW1 S&P 500",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,73833,71128
"EOW2 E-mini S&P 500",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,612816,128426
"EOW2 S&P 500",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,136564,8326
"EOW3 E-mini S&P 500",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,2524133,1421293
"EOW3 S&P 500",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,360150,274260
"EOW4 E-mini S&P 500",Option,Equity,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,986983,65117
"Equity Can-Do",Future,Equity,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,524065,480854
"Equity Can-Do",Option,Equity,"JSE Securities Exchange","JSE Securities Exchange",JSE,"South Africa",Other,2017,09,2017-09,184186,312255
"ERCOT Houston 345 kV Hub 5 MW Peak (I1)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,3880
"ERCOT Houston 345 KV Hub Real-Time Off-Peak Financial (50 MWh) (HEBQ)",Future,Energy,"Nasdaq NFX",Nasdaq,NFX,"United States","North America",2017,09,2017-09,0,6404
"ERCOT Houston 345 KV Hub Real-Time Peak Financial (50 MW) (ERHQ)",Future,Energy,"Nasdaq NFX",Nasdaq,NFX,"United States","North America",2017,09,2017-09,0,384
"ERCOT North 345 kV Hub 5 MW Off-Peak (I6)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,21200
"ERCOT North 345 kV Hub 5 MW Peak (I5)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,0,3880
"ERCOT North 345 KV Hub Real-Time Off-Peak Financial (50 MWH) (NEBQ)",Future,Energy,"Nasdaq NFX",Nasdaq,NFX,"United States","North America",2017,09,2017-09,0,5132
"ERCOT North 345 KV Hub Real-Time Peak Financial (50 MW) (ERNQ)",Future,Energy,"Nasdaq NFX",Nasdaq,NFX,"United States","North America",2017,09,2017-09,0,828
"Eris CDX HY Credit Index 5Y",Future,Other,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,727,271
"Eris CDX IG Credit Index 5Y",Future,Other,"ICE Futures U.S.","Intercontinental Exchange",IFUS,"United States","North America",2017,09,2017-09,2152,678
"ERIS Standard EUR 2 Year 0.00% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,2454,365
"ERIS Standard EUR 2 Year 0.50% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,1320,0
"ERIS Standard EUR 3 Year 0.25% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,996,646
"ERIS Standard EUR 5 Year 0.00% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,250,250
"ERIS Standard EUR 5 Year 0.25% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,901,100
"ERIS Standard GBP 10 Year 1.75% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,1540,490
"ERIS Standard GBP 3 Year 0.75% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,2657,88
ETFs,Option,Equity,"Montreal Exchange","TMX Group",MX,Canada,"North America",2017,09,2017-09,1760900,1584501
Ethanol,Future,Energy,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,6012,1652
"Ethanol T2 FOB Rotterdam Including Duty (Platts) (Z1)",Future,Energy,"New York Mercantile Exchange","CME Group",NYMEX,"United States","North America",2017,09,2017-09,3392,5492
"EU Wheat",Future,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,179,415
"EU Wheat",Option,Agriculture,"Chicago Board of Trade","CME Group",CBOT,"United States","North America",2017,09,2017-09,0,100
EUA,Future,Other,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,596274,1214083
EUA,Option,Other,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,125263,159673
"EUA Phase 3 Daily",Future,Other,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,49968,0
"EUA UK Auction",Future,Other,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,17078,0
EUAA,Future,Other,"ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,1,25
EUR/CHF,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,200,800
EUR/CNH,Future,Currencies,"Singapore Exchange","Singapore Exchange",SGX,Singapore,Asia,2017,09,2017-09,585,20
EUR/CZK,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,0,600
EUR/GBP,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,1400,400
EUR/GBP,Option,Currencies,"North American Derivative Exchange","North American Derivative Exchange",NADEX,"United States","North America",2017,09,2017-09,7298,NULL
"EUR/GBP (European Style)",Option,Currencies,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,52,26
EUR/HUF,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,204492,142491
"EUR/Indian Rupee",Future,Currencies,"Metropolitan Stock Exchange of India","Metropolitan Stock Exchange of India",MSEI,India,Asia,2017,09,2017-09,5759,982
EUR/INR,Future,Currencies,BSE,BSE,"BSE India",India,Asia,2017,09,2017-09,78128,2469
EUR/JPY,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,9200,4400
EUR/JPY,Option,Currencies,"North American Derivative Exchange","North American Derivative Exchange",NADEX,"United States","North America",2017,09,2017-09,15408,NULL
EUR/NOK,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,400,200
EUR/RUB,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,200,200
EUR/RUB,Future,Currencies,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,2212425,119188
EUR/RUB,Option,Currencies,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,43536,62056
EUR/TRY,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,14616,13056
EUR/USD,Future,Currencies,"Budapest Stock Exchange","CEE Stock Exchange Group",BSE,Hungary,Europe,2017,09,2017-09,44517,38385
EUR/USD,Future,Currencies,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,4992222,181152
EUR/USD,Option,Currencies,"Moscow Exchange","Moscow Exchange",MOEX,Russia,Europe,2017,09,2017-09,840,332
EUR/USD,Option,Currencies,"North American Derivative Exchange","North American Derivative Exchange",NADEX,"United States","North America",2017,09,2017-09,153899,NULL
"EUR/USD FX (XEF)",Future,Currencies,"Taiwan Futures Exchange","Taiwan Futures Exchange",TAIFEX,Taiwan,Asia,2017,09,2017-09,10187,1340
"EUR/USD Premium Quoted (European Style) – 2 PM Fix",Option,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,884369,325411
"Euribor 3 Year 0.00% Interest Rate",Future,"Interest Rates","ICE Futures Europe","Intercontinental Exchange",IFEU,"United Kingdom",Europe,2017,09,2017-09,941,0
Euro,Future,Currencies,B3,B3,B3,Brazil,"Latin America",2017,09,2017-09,21960,28989
Euro,Future,Currencies,"Dubai Gold & Commodities Exchange","Dubai Gold & Commodities Exchange",DGCX,"United Arab Emirates",Asia,2017,09,2017-09,53499,1777
Euro,Future,Currencies,"Korea Exchange","Korea Exchange",KRX,"South Korea",Asia,2017,09,2017-09,70920,41005
"Euro FX",Future,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,5929681,436806
"Euro FX (European Style)",Option,Currencies,"Chicago Mercantile Exchange","CME Group",CME,"United States","North America",2017,09,2017-09,7,77
"Euro Stoxx",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,69088,18564
"Euro Stoxx 50 Corporate Bond (PI) (FCBI)",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,4,4
"Euro Stoxx 50 Ex-Financials Index",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,11457,3250
"Euro Stoxx 50 Index",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,28201078,3381308
"Euro Stoxx 50 Index",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,18690147,32066743
"Euro Stoxx 50 Index (USD) (FESQ)",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,154,20332
"Euro Stoxx 50 Index - 1st Friday",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,224915,141158
"Euro Stoxx 50 Index - 2nd Friday",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,298218,30399
"Euro Stoxx 50 Index - 4th Friday",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,294232,14884
"Euro Stoxx 50 Index - 5th Friday",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,609357,0
"Euro Stoxx 50 Index Dividend",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,358481,838660
"Euro Stoxx 50 Index Dividend",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,79840,1224822
"Euro Stoxx 50 Index Total Return (TESX)",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,75192,198923
"Euro Stoxx 50 Variance Index",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,4389,0
"Euro Stoxx Automobiles & Parts",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,14049,3615
"Euro Stoxx Automobiles & Parts",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,311,819
"Euro Stoxx Banks",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,6240188,1163518
"Euro Stoxx Banks",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,2200157,3835039
"Euro Stoxx Banks 4th Friday",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,4500,0
"Euro Stoxx Banks Index Dividend",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,8650,23024
"Euro Stoxx Basic Resources",Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,5162,988
"Euro Stoxx Basic Resources",Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,09,2017-09,0,60
